marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_date
US,45281398,R1Y9T8PATU5CL0,B005KG7EDU,784610612,"Great Lakes Gelatin, Certified Paleo Friendly, Keto Certified, Collagen Hydrolysate, Peptides, Pasture-Raised Grass-Fed, Non GMO, 16 oz, FFP",Grocery,5,507.0,567.0,N,Y,2014-12-29
US,17888618,R28TFCMTO1PHHS,B0012C2GFM,783312138,Nutiva Hi Fiber Hemp Protein Powder - 16 OZ,Grocery,4,548.0,565.0,N,Y,2014-09-01
US,42103480,R1QMYJ4X1NVI7C,B00CPZPYLS,187460012,Carrington Farms Organic Extra Virgin Coconut Oil,Grocery,4,532.0,563.0,N,Y,2014-04-06
US,34811475,R2YXRJ3YZEL7XI,B00HZ7HSTW,885171844,Beantown Roasters K Cups Variety Packs,Grocery,4,541.0,558.0,N,Y,2014-07-19
US,17665067,R2VRWO5M4DBWB8,B00IKMSIYU,682531309,Juice From the Raw 3 Day ORGANIC Juice Cleanse - Whenever Cleanse - 18 Bottles,Grocery,5,540.0,553.0,N,Y,2014-08-30
US,41192998,RMQL7R35OQM5H,B00J074W7Q,2499702,"Orgain Organic Plant Based Protein Powder, Packaging May Vary",Grocery,5,489.0,553.0,N,Y,2015-07-10
US,31941321,R3EXAT97S2ABB0,B003QDRJXY,653570135,"Nutiva Organic Virgin Coconut Oil, 15 Ounce",Grocery,5,512.0,552.0,N,Y,2011-07-17
US,17460258,R1VEHI6SX6KF3L,B006IOKA70,267956568,San Francisco Bay One Cup,Grocery,4,507.0,551.0,N,Y,2012-01-06
US,22710076,RF3ZPUTC3UU3B,B00M2OGS08,715217277,Surge Citrus Flavored Soda 16fl oz. 12 cans,Grocery,5,516.0,547.0,N,N,2014-09-15
US,49170641,RG6SZHE0AL8ZU,B000ONGFT8,819754889,"Timothy's World Coffee K-Cups, Variety Pack, 24-Count Boxes (Pack of 2)",Grocery,5,542.0,546.0,N,N,2007-08-01
US,17675028,R14SB8GUA7JULS,B000EVOSE4,990977895,"Haribo Gummi Candy Gold-Bears,",Grocery,5,373.0,542.0,N,N,2013-10-15
US,37056669,R3IO7CA1PQKYYF,B007TGDXMU,267956568,San Francisco Bay One Cup,Grocery,5,500.0,540.0,N,Y,2013-06-18
US,13067968,R14RW57V2F84EB,B000YSTGGW,109152662,"Happy Baby Organic Baby Cereals with DHA + Pre & Probiotics, 7 Ounce Canisters (Pack of 6)",Grocery,1,428.0,539.0,N,N,2010-03-18
US,16268105,R2EG9STOOE4JR6,B000GAO91K,942203944,Nutiva Organic Hempseed Oil,Grocery,5,507.0,539.0,N,Y,2015-01-13
US,13284440,R29HSQDISGAXNI,B00PFDH0IC,394458123,"Jade Leaf - Organic Japanese Matcha Green Tea Powder, Classic Culinary Grade (For Blending & Baking)",Grocery,5,495.0,536.0,N,N,2015-01-12
US,12850744,R1M27EZON5DP23,B00M2OGS08,715217277,Surge Citrus Flavored Soda 16fl oz. 12 cans,Grocery,1,72.0,534.0,N,N,2014-09-15
US,18626285,R3PKOFK8BFKT6R,B000LL0R8I,572710338,Vita Coco Coconut Water,Grocery,1,499.0,533.0,N,Y,2012-10-29
US,17327003,R30XHS2TDOTHUY,B004391DK0,283534737,"Betty Crocker Bisquick Baking Mix, Gluten Free Pancake and Waffle Mix, 16 Oz Box",Grocery,5,528.0,533.0,N,Y,2011-06-03
US,4278722,ROP5SEGJPM6ZY,B00284TTG2,608511268,"SToK Caffeinated Black Coffee Shots, 264-Count Single-Serve Packages",Grocery,5,494.0,532.0,N,Y,2014-07-16
US,24680917,R3FKPFN4SCZ7OT,B0009F3SBY,771854614,Yogi Teas Green Tea,Grocery,1,454.0,529.0,N,N,2012-01-15
US,13092869,R3HJ4UMZMJKDP2,B0038B3AAK,82023917,Amazing Grass Green Superfood,Grocery,5,379.0,528.0,N,Y,2011-03-05
US,34231080,R3N0E4MBP8LFRO,B0038B3AGO,326467069,Amazing Grass Organic Wheat Grass and Amazing Trio,Grocery,4,491.0,527.0,N,Y,2011-07-23
US,8038815,R20OAE19JSDW1Q,B00BP36RTY,290974606,Miracle Noodle Gluten-free Shirataki Pasta,Grocery,5,489.0,526.0,N,Y,2014-01-26
US,36441626,R1TUOA6LHTCQV6,B00P8E0QQG,256788378,Bulletproof Brain Octane Oil,Grocery,5,490.0,522.0,N,N,2015-05-08
US,49322111,R7LIB4ZAEGAMS,B00NL2COGC,528132512,Soylent Powder 1 day (1 bag) (7 Bags / 1 white box),Grocery,3,484.0,519.0,N,N,2014-11-09
US,30559940,R1M3EGN7SLW177,B004V6A9SC,220665128,"Newman's Own Con Queso Salsa, 16-Ounce (Pack of 6)",Grocery,5,377.0,514.0,N,N,2013-01-17
US,46118772,R10YWLDC2GTVKO,B0079QE4LE,144901466,Hinterland Trading Air Plant Tillandsia Bromeliads Kit Teardrop Terrarium with Pebbles and Moss Great Little Houseplant,Grocery,4,495.0,510.0,N,Y,2012-08-07
US,23518371,R1RE0W5VPJHQ7,B00196497O,384706256,Manitoba Harvest Hemp Oil Soft Gels,Grocery,5,485.0,510.0,N,Y,2013-07-12
US,46027695,R2P3V67J3ME99N,B0009F3QLQ,714359203,"Yogi Teas Woman's Mother To Be, 16 Count (Pack of 6)",Grocery,5,458.0,509.0,N,Y,2010-01-18
US,12513719,RAJCRXOBVO9YT,B0088Q03Q4,94116037,"Earth's Best Baby Organic Sensitivity Infant Formula with Iron, 23.2 Ounce (Pack of 4)",Grocery,1,435.0,505.0,N,Y,2013-01-08
US,655699,RWMT6VLFPVDL8,B00DS842HS,552852355,"Viva Naturals Organic Extra Virgin Coconut Oil, 16 Ounce",Grocery,5,452.0,505.0,N,Y,2014-12-19
US,17378110,R1G4RO7T1KXOD2,B00032G1S0,753469671,"Tuscan Dairy Whole Vitamin D Milk, Gallon, 128 oz",Grocery,5,463.0,503.0,N,N,2006-12-02
US,33619617,R3UJIBPF0AOQU,B0029XDZIK,359056060,"Keurig, The Original Donut Shop, K-Cup packs",Grocery,5,492.0,502.0,N,N,2009-12-24
US,31470521,R3V2JMP3165ZSC,B00315HJ8C,123527818,Giant Gummy Bear approx 5 Pounds - Cherry Flavored Giant Gummy Bear,Grocery,1,397.0,497.0,N,N,2014-04-22
US,43341268,R3ST42VU4XFHSV,B00ESI96SW,282868546,Wonderbag Non-Electric Portable Slow Cooker with Recipe Cookbook,Grocery,4,459.0,496.0,N,N,2013-09-06
US,16361652,R2K5UMF1XA7ZE2,B00EKLPLU4,398216137,Healthworks Cacao Powder Parent,Grocery,5,461.0,493.0,N,N,2013-09-24
US,9485913,R207Z8OWOUUVS3,B000Z93FQC,595488792,Y.S. Eco Bee Farms Raw Honey - 22 oz,Grocery,1,417.0,490.0,N,Y,2013-04-28
US,15750157,R2BCCAH6LNYJ0Z,B00032G1S0,753469671,"Tuscan Dairy Whole Vitamin D Milk, Gallon, 128 oz",Grocery,5,462.0,490.0,N,N,2006-08-16
US,37549101,RU5741S245ARM,B003FDG4K4,923186001,"Orgain Organic Nutritional Shakes, 4 Flavors, 11 Ounce, 12 Count",Grocery,1,457.0,490.0,N,Y,2012-09-27
US,16974720,R2MWBYEY4NY2YC,B000EITYUU,573107694,"Celtic Sea Salt, Fine Ground, 8 Ounce",Grocery,5,481.0,488.0,N,Y,2012-05-16
US,34750369,R1Q85M8CM4ZTO0,B0008D6WBA,356715615,"Great Lakes Unflavored Gelatin, Kosher, 16 Ounce Can",Grocery,5,460.0,484.0,N,Y,2013-07-05
US,1880705,RNI8HJDLK374Z,B000EVOSE4,990977895,"Haribo Gummi Candy Gold-Bears,",Grocery,5,398.0,483.0,N,N,2014-10-22
US,14371543,R2075BT1JFLRGO,B00M2OGS08,715217277,Surge Citrus Flavored Soda 16fl oz. 12 cans,Grocery,5,443.0,482.0,N,N,2014-09-15
